,artwork,emo1,emo2,emo3,vad1,vad2,vad3,final_emo,final_vad
718,gerhard-richter_abstract-picture.jpg,['disgust'],"['excitement', 'amusement']",['awe'],"[0.1, 0.6, 0.5]","[0.55, 0.3, 0.35]","[0.3, 0.6, 0.7]",disgust,"[0.1, 0.6, 0.7]"
719,gerhard-richter_abstraktes-bild-abstract-painting-1976.jpg,['excitement'],['sadness'],"['disgust', 'fear']","[0.1, 0.5, 0.5]","[0.45, 0.3, 0.25]","[0.2, 0.5, 0.6]",fear,"[0.15000000000000002, 0.65, 0.6]"
720,gerhard-richter_abstraktes-bild-abstract-picture-1994.jpg,['disgust'],"['excitement', 'sadness', 'fear']",['contentment'],"[0.4, 0.4, 0.4]","[0.35, 0.3, 0.2]","[0.4, 0.4, 0.4]",excitement,"[0.35, 0.3, 0.2]"
721,gerhard-richter_clouds-1982.jpg,['disgust'],"['excitement', 'amusement']",['awe'],"[0.1, 0.7, 0.3]","[0.55, 0.4, 0.3]","[0.3, 0.3, 0.3]",disgust,"[0.15000000000000002, 0.75, 0.4]"
722,gerhard-richter_courbet.jpg,['fear'],"['excitement', 'amusement', 'contentment', 'fear']","['disgust', 'fear']","[0.2, 0.8, 0.4]","[0.4, 0.4, 0.3]","[0.3, 0.4, 0.6]",fear,"[0.3, 0.5499999999999999, 0.475]"
723,gerhard-richter_dark.jpg,['fear'],"['anger', 'fear']","['disgust', 'fear']","[0.2, 0.8, 0.4]","[0.45, 0.3, 0.3]","[0.2, 0.7, 0.6]",fear,"[0.2833333333333334, 0.6, 0.4333333333333333]"
724,gerhard-richter_farbschlieren-colour-streaks-1968.jpg,['awe'],['awe'],"['awe', 'sadness']","[0.4, 0.7, 0.3]","[0.55, 0.4, 0.2]","[0.2, 0.4, 0.3]",awe,"[0.38333333333333336, 0.5, 0.26666666666666666]"
725,gerhard-richter_grey.jpg,['awe'],['sadness'],['sadness'],"[0.8, 0.8, 0.5]","[0.4, 0.3, 0.35]","[0.4, 0.2, 0.01]",sadness,"[0.4, 0.25, 0.18]"
726,gerhard-richter_ice-2.jpg,['fear'],"['disgust', 'fear']","['disgust', 'fear']","[0.0, 1.0, 1.0]","[0.2, 0.3, 0.35]","[0.2, 0.7, 0.7]",fear,"[0.13333333333333333, 0.6666666666666666, 0.6833333333333332]"
727,gerhard-richter_ice-4.jpg,['fear'],['sadness'],"['sadness', 'disgust']","[0.0, 1.0, 1.0]","[0.55, 0.3, 0.3]","[0.4, 0.6, 0.7]",sadness,"[0.47500000000000003, 0.44999999999999996, 0.5]"
728,gerhard-richter_ice.jpg,['awe'],['anger'],"['disgust', 'fear']","[1.0, 1.0, 1.0]","[0.5, 0.4, 0.3]","[0.2, 0.7, 0.8]",anger,"[0.55, 0.35, 0.3]"
729,gerhard-richter_korn.jpg,['awe'],"['excitement', 'amusement']",['awe'],"[1.0, 1.0, 1.0]","[0.65, 0.4, 0.35]","[0.4, 0.6, 0.5]",awe,"[0.7, 0.8, 0.75]"
730,gerhard-richter_ludorff.jpg,['excitement'],"['excitement', 'amusement']",['disgust'],"[1.0, 1.0, 1.0]","[0.65, 0.4, 0.3]","[0.3, 0.6, 0.7]",excitement,"[0.8166666666666668, 0.7666666666666666, 0.7000000000000001]"
731,gerhard-richter_mediation.jpg,['fear'],['contentment'],"['anger', 'disgust']","[1.0, 1.0, 1.0]","[0.45, 0.5, 0.3]","[0.2, 0.8, 0.7]",anger,"[0.25, 0.7, 0.6499999999999999]"
732,gerhard-richter_passage.jpg,['contentment'],"['awe', 'sadness']",['sadness'],"[0.9, 0.4, 0.8]","[0.6, 0.3, 0.3]","[0.3, 0.1, 0.1]",sadness,"[0.44999999999999996, 0.2, 0.2]"
733,gerhard-richter_red-blue-yellow.jpg,['awe'],"['fear', 'awe']","['awe', 'sadness']","[0.7, 0.7, 0.5]","[0.3, 0.2, 0.3]","[0.15, 0.5, 0.3]",awe,"[0.3833333333333333, 0.4666666666666666, 0.3666666666666667]"
734,gerhard-richter_station.jpg,['fear'],"['excitement', 'amusement']",['disgust'],"[0.0, 0.9, 0.8]","[0.7, 0.3, 0.2]","[0.2, 0.8, 0.8]",fear,"[0.05, 0.8500000000000001, 0.8500000000000001]"
735,gerhard-richter_untitled.jpg,['fear'],"['excitement', 'amusement']",['disgust'],"[0.0, 1.0, 1.0]","[0.7, 0.3, 0.2]","[0.2, 0.8, 0.7]",amusement,"[0.7, 0.5, 0.44999999999999996]"
736,gerhard-richter_wallace-bournes.jpg,['fear'],"['anger', 'sadness']",['disgust'],"[0.0, 1.0, 1.0]","[0.55, 0.3, 0.35]","[0.2, 0.7, 0.8]",disgust,"[0.15000000000000002, 0.8, 0.8500000000000001]"
737,geta-bratescu_frontispice-for-unwritten-love-poem-1987.jpg,['awe'],['awe'],['contentment'],"[0.7, 0.7, 0.5]","[0.7, 0.2, 0.3]","[0.2, 0.5, 0.2]",awe,"[0.7, 0.44999999999999996, 0.4]"
738,geta-bratescu_medeic-callisthetic-moves-i-1981.jpg,['contentment'],"['sadness', 'disgust']",['contentment'],"[0.8, 0.1, 0.2]","[0.55, 0.2, 0.1]","[0.4, 0.5, 0.6]",contentment,"[0.6000000000000001, 0.3, 0.4]"
739,geta-bratescu_medeic-callisthetic-moves-ii-1981.jpg,['fear'],"['excitement', 'amusement']",['awe'],"[0.2, 0.1, 0.2]","[0.45, 0.2, 0.1]","[0.3, 0.7, 0.5]",amusement,"[0.575, 0.44999999999999996, 0.35]"
740,geta-bratescu_medeic-callisthetic-moves-iii-1981.jpg,['contentment'],['disgust'],['contentment'],"[0.8, 0.2, 0.1]","[0.45, 0.2, 0.1]","[0.6, 0.5, 0.5]",contentment,"[0.7, 0.35, 0.3]"
741,geta-bratescu_medeic-callisthetic-moves-iv-1981.jpg,['fear'],['contentment'],['disgust'],"[0.1, 0.4, 0.4]","[0.55, 0.3, 0.2]","[0.6, 0.5, 0.5]",fear,"[0.1, 0.45, 0.35]"
742,geta-bratescu_medeic-callisthetic-moves-v-1981.jpg,['sadness'],['fear'],"['sadness', 'disgust']","[0.4, 0.4, 0.4]","[0.5, 0.3, 0.3]","[0.4, 0.5, 0.4]",sadness,"[0.4, 0.45, 0.4]"
743,geta-bratescu_medeic-callisthetic-moves-vi-1981.jpg,['sadness'],['sadness'],['amusement'],"[0.4, 0.4, 0.4]","[0.45, 0.3, 0.2]","[0.6, 0.6, 0.5]",amusement,"[0.6499999999999999, 0.6, 0.5]"
744,geta-bratescu_spaces-2005(5).jpg,['excitement'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.9, 0.7, 0.6]","[0.6, 0.3, 0.2]","[0.7, 0.7, 0.6]",excitement,"[0.75, 0.5, 0.4]"
745,geta-bratescu_spaces-2005(6).jpg,['contentment'],"['excitement', 'amusement', 'sadness']",['amusement'],"[0.8, 0.1, 0.2]","[0.6, 0.3, 0.3]","[0.7, 0.7, 0.6]",amusement,"[0.6, 0.5333333333333333, 0.5]"
746,geta-bratescu_spaces-2005(7).jpg,['contentment'],['contentment'],['contentment'],"[0.8, 0.1, 0.2]","[0.5, 0.3, 0.2]","[0.6, 0.6, 0.6]",contentment,"[0.6333333333333333, 0.3333333333333333, 0.3333333333333333]"
747,geta-bratescu_spaces-2005(8).jpg,['contentment'],"['excitement', 'amusement']",['awe'],"[0.8, 0.1, 0.2]","[0.7, 0.3, 0.2]","[0.5, 0.6, 0.6]",excitement,"[0.7, 0.3, 0.2]"
748,geta-bratescu_spaces-2005(9).jpg,['contentment'],"['excitement', 'contentment']","['sadness', 'disgust']","[0.8, 0.1, 0.2]","[0.7, 0.3, 0.2]","[0.4, 0.5, 0.3]",contentment,"[0.75, 0.2, 0.2]"
749,geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(10).jpg,['contentment'],['contentment'],"['awe', 'sadness']","[0.8, 0.1, 0.2]","[0.6, 0.3, 0.2]","[0.2, 0.4, 0.2]",contentment,"[0.7, 0.2, 0.2]"
750,geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(11).jpg,['contentment'],['contentment'],"['awe', 'sadness']","[0.8, 0.1, 0.2]","[0.6, 0.2, 0.2]","[0.3, 0.4, 0.2]",contentment,"[0.7, 0.15000000000000002, 0.2]"
751,geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(6).jpg,['contentment'],"['amusement', 'contentment']",['contentment'],"[0.8, 0.1, 0.2]","[0.7, 0.3, 0.2]","[0.5, 0.4, 0.3]",contentment,"[0.6666666666666666, 0.26666666666666666, 0.2333333333333333]"
752,geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(7).jpg,['contentment'],"['contentment', 'awe']","['amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.6, 0.3, 0.2]","[0.6, 0.5, 0.3]",contentment,"[0.6666666666666666, 0.3, 0.2333333333333333]"
753,geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(8).jpg,['sadness'],"['contentment', 'awe']","['amusement', 'contentment']","[0.4, 0.4, 0.4]","[0.65, 0.3, 0.3]","[0.6, 0.6, 0.3]",awe,"[0.575, 0.35, 0.35]"
754,geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(9).jpg,['amusement'],"['excitement', 'amusement', 'contentment']","['excitement', 'amusement', 'contentment']","[0.7, 0.7, 0.5]","[0.65, 0.3, 0.35]","[0.6, 0.5, 0.3]",amusement,"[0.65, 0.5, 0.3833333333333333]"
755,gotthard-graubner_untitled-1964.jpg,['awe'],"['excitement', 'amusement']","['sadness', 'disgust']","[0.7, 0.7, 0.5]","[0.75, 0.4, 0.35]","[0.2, 0.7, 0.3]",amusement,"[0.75, 0.4, 0.35]"
756,gotthard-graubner_untitled-1971.jpg,['sadness'],['sadness'],"['disgust', 'fear']","[0.1, 0.1, 0.08]","[0.3, 0.3, 0.4]","[0.15, 0.5, 0.1]",sadness,"[0.2, 0.2, 0.24000000000000002]"
757,gotthard-graubner_untitled-1980.jpg,['sadness'],"['sadness', 'fear']",['contentment'],"[0.1, 0.1, 0.08]","[0.45, 0.3, 0.2]","[0.3, 0.5, 0.3]",sadness,"[0.275, 0.2, 0.14]"
758,gotthard-graubner_untitled-1983.jpg,['disgust'],"['excitement', 'amusement']",['sadness'],"[0.1, 0.6, 0.5]","[0.75, 0.2, 0.3]","[0.3, 0.5, 0.3]",disgust,"[0.15000000000000002, 0.6499999999999999, 0.6]"
759,gotthard-graubner_untitled-1991.jpg,['contentment'],['anger'],['contentment'],"[0.8, 0.4, 0.6]","[0.4, 0.3, 0.35]","[0.6, 0.6, 0.2]",contentment,"[0.7, 0.5, 0.4]"
760,gotthard-graubner_untitled-2000.jpg,['contentment'],['amusement'],['contentment'],"[0.8, 0.2, 0.1]","[0.55, 0.3, 0.2]","[0.5, 0.4, 0.4]",contentment,"[0.65, 0.30000000000000004, 0.25]"
761,gotthard-graubner_untitled-2004.jpg,['fear'],['amusement'],['disgust'],"[0.4, 0.4, 0.4]","[0.55, 0.4, 0.3]","[0.3, 0.5, 0.4]",amusement,"[0.7250000000000001, 0.65, 0.65]"
762,guido-molinari_a-next-amitie-1958.jpg,['excitement'],['contentment'],"['excitement', 'amusement']","[0.8, 0.8, 0.9]","[0.55, 0.4, 0.45]","[0.6, 0.8, 0.8]",excitement,"[0.7, 0.8, 0.8500000000000001]"
763,guido-molinari_untitled-1953-1.jpg,['excitement'],"['excitement', 'amusement']","['excitement', 'amusement']","[0.5, 0.8, 0.3]","[0.7, 0.4, 0.43]","[0.6, 0.8, 0.9]",excitement,"[0.6, 0.6666666666666666, 0.5433333333333333]"
764,guido-molinari_untitled-1953-2.jpg,['excitement'],"['excitement', 'amusement']","['excitement', 'anger', 'disgust']","[0.8, 0.5, 0.3]","[0.65, 0.4, 0.4]","[0.4, 0.8, 0.8]",excitement,"[0.625, 0.575, 0.5249999999999999]"
765,guido-molinari_untitled-1954-1.jpg,['excitement'],"['excitement', 'amusement', 'contentment']","['excitement', 'contentment']","[0.9, 0.9, 0.7]","[0.55, 0.4, 0.3]","[0.5, 0.7, 0.8]",excitement,"[0.65, 0.6666666666666666, 0.6]"
766,guido-molinari_untitled-1954.jpg,['excitement'],"['excitement', 'amusement']","['excitement', 'amusement', 'contentment']","[0.5, 0.8, 0.3]","[0.65, 0.3, 0.2]","[0.6, 0.8, 0.8]",excitement,"[0.5833333333333334, 0.6333333333333334, 0.43333333333333335]"
767,hans-hofmann_above-deep-waters-1959.jpg,['amusement'],"['excitement', 'amusement', 'fear']",['sadness'],"[0.7, 0.5, 0.7]","[0.45, 0.3, 0.4]","[0.4, 0.5, 0.4]",amusement,"[0.6166666666666666, 0.39999999999999997, 0.5]"
768,hans-hofmann_abstract-euphony-1958.jpg,['contentment'],"['excitement', 'amusement']",['contentment'],"[0.7, 0.3, 0.7]","[0.7, 0.4, 0.3]","[0.5, 0.3, 0.2]",contentment,"[0.6, 0.3, 0.44999999999999996]"
769,hans-hofmann_abstraction-in-white-1954.jpg,['contentment'],"['excitement', 'amusement']","['amusement', 'contentment']","[0.8, 0.1, 0.2]","[0.75, 0.3, 0.2]","[0.6, 0.7, 0.4]",contentment,"[0.7, 0.39999999999999997, 0.30000000000000004]"
770,hans-hofmann_aquatic-garden-1960.jpg,['excitement'],['excitement'],"['excitement', 'amusement']","[0.8, 0.8, 0.9]","[0.65, 0.4, 0.4]","[0.6, 0.7, 0.8]",excitement,"[0.6833333333333335, 0.6333333333333334, 0.7000000000000001]"
771,hans-hofmann_art-like-love-is-dedication-1965.jpg,['disgust'],['amusement'],"['excitement', 'sadness']","[0.4, 0.4, 0.4]","[0.55, 0.4, 0.35]","[0.4, 0.6, 0.7]",excitement,"[0.30000000000000004, 0.7, 0.7]"
772,hans-hofmann_asklepois-1947.jpg,['fear'],"['disgust', 'fear']","['sadness', 'disgust', 'fear']","[0.1, 0.8, 0.1]","[0.3, 0.4, 0.3]","[0.2, 0.7, 0.8]",fear,"[0.20000000000000004, 0.6333333333333334, 0.4000000000000001]"
773,hans-hofmann_august-light-1957.jpg,['fear'],"['excitement', 'amusement']","['excitement', 'amusement']","[0.1, 0.5, 0.3]","[0.66, 0.3, 0.4]","[0.5, 0.7, 0.7]",excitement,"[0.62, 0.4333333333333333, 0.4666666666666666]"
774,hans-hofmann_bird-cage-variation-ii-1958.jpg,['sadness'],"['awe', 'sadness']",['sadness'],"[0.1, 0.4, 0.1]","[0.55, 0.3, 0.2]","[0.2, 0.5, 0.5]",sadness,"[0.2833333333333334, 0.39999999999999997, 0.26666666666666666]"
775,hans-hofmann_black-diamond-1961.jpg,['contentment'],['excitement'],['contentment'],"[0.8, 0.2, 0.1]","[0.55, 0.2, 0.3]","[0.5, 0.4, 0.3]",contentment,"[0.65, 0.30000000000000004, 0.2]"
776,hans-hofmann_cataclysm-1945.jpg,['excitement'],"['excitement', 'amusement']",['contentment'],"[0.9, 0.5, 0.8]","[0.55, 0.4, 0.4]","[0.6, 0.8, 0.6]",excitement,"[0.7250000000000001, 0.45, 0.6000000000000001]"
777,hans-hofmann_cathedral-1959.jpg,['amusement'],"['excitement', 'amusement']",['contentment'],"[0.9, 0.8, 0.5]","[0.65, 0.4, 0.35]","[0.6, 0.5, 0.3]",amusement,"[0.775, 0.6000000000000001, 0.425]"
778,hans-hofmann_composition-no-1-1953.jpg,['excitement'],"['excitement', 'amusement']",['sadness'],"[0.9, 0.7, 0.6]","[0.65, 0.3, 0.2]","[0.3, 0.6, 0.5]",excitement,"[0.7666666666666666, 0.6333333333333334, 0.5333333333333333]"
779,hans-hofmann_composition-no-v-1952.jpg,['fear'],"['contentment', 'awe']",['sadness'],"[0.2, 0.8, 0.4]","[0.45, 0.3, 0.2]","[0.4, 0.7, 0.6]",fear,"[0.2, 0.75, 0.45]"
780,hans-hofmann_deep-within-the-ravine-1965.jpg,['fear'],"['excitement', 'amusement', 'fear']",['awe'],"[0.4, 0.4, 0.4]","[0.55, 0.4, 0.3]","[0.4, 0.6, 0.6]",fear,"[0.4833333333333334, 0.4000000000000001, 0.35000000000000003]"
781,hans-hofmann_delirious-pink-1961.jpg,['amusement'],['contentment'],['disgust'],"[0.7, 0.7, 0.5]","[0.55, 0.3, 0.2]","[0.3, 0.6, 0.3]",amusement,"[0.75, 0.75, 0.45]"
782,hans-hofmann_dew-and-dusk-1957.jpg,['excitement'],"['excitement', 'amusement']",['contentment'],"[0.9, 0.5, 0.8]","[0.75, 0.3, 0.4]","[0.5, 0.5, 0.6]",excitement,"[0.825, 0.4, 0.6000000000000001]"
783,hans-hofmann_ecstasy-1947.jpg,['sadness'],"['disgust', 'fear']",['sadness'],"[0.1, 0.2, 0.3]","[0.55, 0.3, 0.3]","[0.25, 0.4, 0.6]",sadness,"[0.175, 0.30000000000000004, 0.44999999999999996]"
784,hans-hofmann_equinox-1958.jpg,['excitement'],"['excitement', 'amusement']",['sadness'],"[0.8, 0.8, 0.9]","[0.55, 0.3, 0.35]","[0.3, 0.3, 0.3]",sadness,"[0.3, 0.3, 0.35]"
785,hans-hofmann_equipoise-1958.jpg,['fear'],['amusement'],['sadness'],"[0.4, 0.4, 0.4]","[0.65, 0.3, 0.2]","[0.4, 0.4, 0.3]",amusement,"[0.675, 0.5, 0.4]"
786,hans-hofmann_furioso-1963.jpg,['contentment'],['excitement'],"['anger', 'sadness', 'disgust']","[0.8, 0.1, 0.5]","[0.55, 0.4, 0.4]","[0.2, 0.7, 0.6]",excitement,"[0.55, 0.4, 0.4]"
787,hans-hofmann_genius-logic-1963.jpg,['disgust'],['excitement'],"['awe', 'sadness', 'disgust']","[0.1, 0.4, 0.2]","[0.55, 0.4, 0.3]","[0.3, 0.6, 0.6]",disgust,"[0.2, 0.5, 0.4]"
788,hans-hofmann_gloriamundi-1963.jpg,['disgust'],"['excitement', 'amusement']",['contentment'],"[0.1, 0.7, 0.4]","[0.75, 0.3, 0.2]","[0.4, 0.5, 0.5]",contentment,"[0.55, 0.4, 0.4]"
789,hans-hofmann_golden-autumn-1963.jpg,['contentment'],['amusement'],['excitement'],"[0.8, 0.6, 0.7]","[0.55, 0.3, 0.4]","[0.5, 0.7, 0.7]",excitement,"[0.5, 0.7, 0.7]"
790,hans-hofmann_golden-splendor-1957.jpg,['amusement'],"['excitement', 'amusement']",['amusement'],"[0.7, 0.6, 0.6]","[0.65, 0.3, 0.2]","[0.5, 0.6, 0.7]",amusement,"[0.6166666666666667, 0.5, 0.5]"
791,hans-hofmann_goliath-1960.jpg,['contentment'],"['amusement', 'fear']",['sadness'],"[0.8, 0.1, 0.2]","[0.65, 0.3, 0.2]","[0.3, 0.4, 0.3]",contentment,"[0.8, 0.15000000000000002, 0.15000000000000002]"
792,hans-hofmann_heraldic-call-1965.jpg,['contentment'],"['excitement', 'amusement']",['sadness'],"[0.8, 0.2, 0.1]","[0.55, 0.3, 0.2]","[0.1, 0.8, 0.2]",contentment,"[0.8, 0.2, 0.1]"
793,hans-hofmann_idolatress-i-1963.jpg,['fear'],['anger'],"['disgust', 'fear']","[0.2, 0.8, 0.4]","[0.35, 0.4, 0.4]","[0.2, 0.8, 0.9]",fear,"[0.2, 0.8, 0.65]"
794,hans-hofmann_indian-summer-1959.jpg,['excitement'],"['excitement', 'amusement']",['sadness'],"[0.8, 0.8, 0.9]","[0.45, 0.3, 0.3]","[0.3, 0.4, 0.2]",excitement,"[0.6833333333333335, 0.6666666666666666, 0.7000000000000001]"
795,hans-hofmann_joy-sparks-of-the-gods-ii-1958.jpg,['amusement'],"['excitement', 'amusement']",['contentment'],"[0.9, 0.8, 0.8]","[0.75, 0.45, 0.35]","[0.6, 0.2, 0.4]",amusement,"[0.825, 0.625, 0.575]"
796,hans-hofmann_kaleidos-1958.jpg,['sadness'],['excitement'],['awe'],"[0.4, 0.4, 0.4]","[0.65, 0.4, 0.45]","[0.4, 0.6, 0.3]",awe,"[0.4, 0.6, 0.3]"
797,hans-hofmann_legends-of-distant-past-days-1965.jpg,['disgust'],['disgust'],['disgust'],"[0.1, 0.4, 0.4]","[0.3, 0.2, 0.3]","[0.3, 0.6, 0.7]",disgust,"[0.2333333333333333, 0.4000000000000001, 0.4666666666666666]"
798,hans-hofmann_little-cherry-1965.jpg,['disgust'],['sadness'],['awe'],"[0.1, 0.2, 0.1]","[0.35, 0.2, 0.4]","[0.4, 0.5, 0.4]",disgust,"[0.1, 0.35, 0.3]"
799,hans-hofmann_lonely-journey-1965.jpg,['contentment'],['excitement'],['awe'],"[0.8, 0.2, 0.1]","[0.65, 0.3, 0.3]","[0.3, 0.3, 0.2]",awe,"[0.44999999999999996, 0.44999999999999996, 0.35]"
800,hans-hofmann_love-poem-1962.jpg,['contentment'],['excitement'],"['excitement', 'contentment']","[0.8, 0.1, 0.2]","[0.7, 0.4, 0.3]","[0.6, 0.7, 0.5]",contentment,"[0.7, 0.39999999999999997, 0.35]"
801,hans-hofmann_lucidus-ordo-1962.jpg,['contentment'],['excitement'],['contentment'],"[0.8, 0.1, 0.2]","[0.65, 0.3, 0.4]","[0.6, 0.5, 0.4]",contentment,"[0.7, 0.3, 0.30000000000000004]"
802,hans-hofmann_lust-and-delight-1965(1).jpg,['contentment'],['amusement'],"['disgust', 'fear']","[0.8, 0.1, 0.2]","[0.55, 0.4, 0.2]","[0.3, 0.7, 0.7]",fear,"[0.3, 0.7, 0.75]"
803,hans-hofmann_magnum-opus-1962.jpg,['excitement'],['amusement'],"['anger', 'disgust']","[1.0, 1.0, 1.0]","[0.55, 0.5, 0.35]","[0.3, 0.7, 0.8]",anger,"[0.3, 0.7, 0.8]"
804,hans-hofmann_maiden-dance-1964.jpg,['sadness'],"['anger', 'sadness']",['sadness'],"[0.05, 0.2, 0.1]","[0.3, 0.35, 0.4]","[0.3, 0.5, 0.7]",sadness,"[0.21666666666666665, 0.35000000000000003, 0.39999999999999997]"
805,hans-hofmann_memoria-in-aeternum-1962.jpg,['disgust'],"['excitement', 'fear']",['sadness'],"[0.1, 0.4, 0.4]","[0.5, 0.4, 0.3]","[0.2, 0.5, 0.4]",sadness,"[0.15000000000000002, 0.55, 0.5]"
806,hans-hofmann_morning-mist-1958.jpg,['sadness'],['amusement'],['sadness'],"[0.1, 0.2, 0.3]","[0.55, 0.4, 0.3]","[0.3, 0.5, 0.6]",sadness,"[0.20000000000000004, 0.43333333333333335, 0.5]"
807,hans-hofmann_nocturnal-splendor-1963.jpg,['fear'],"['disgust', 'fear']","['sadness', 'disgust']","[0.4, 0.4, 0.4]","[0.35, 0.4, 0.3]","[0.3, 0.4, 0.2]",fear,"[0.375, 0.4, 0.35]"
808,hans-hofmann_nulli-secundus-1964.jpg,['fear'],['anger'],"['disgust', 'fear']","[0.2, 0.8, 0.4]","[0.3, 0.2, 0.3]","[0.2, 0.4, 0.3]",fear,"[0.2, 0.6000000000000001, 0.35]"
809,hans-hofmann_olive-grove-1960.jpg,['fear'],['excitement'],['disgust'],"[0.1, 0.6, 0.3]","[0.5, 0.45, 0.4]","[0.3, 0.6, 0.8]",fear,"[0.2, 0.7, 0.35]"
810,hans-hofmann_ora-pro-nobis-1964.jpg,['sadness'],['amusement'],['sadness'],"[0.4, 0.4, 0.4]","[0.5, 0.4, 0.35]","[0.3, 0.4, 0.3]",sadness,"[0.35000000000000003, 0.4000000000000001, 0.35000000000000003]"
811,hans-hofmann_pastorale-1958.jpg,['excitement'],"['excitement', 'amusement']",['contentment'],"[0.8, 0.8, 0.9]","[0.6, 0.4, 0.3]","[0.4, 0.4, 0.5]",excitement,"[0.7, 0.6000000000000001, 0.6]"
812,hans-hofmann_polynesian-1950.jpg,['contentment'],"['anger', 'disgust']","['sadness', 'disgust']","[0.8, 0.1, 0.2]","[0.3, 0.3, 0.4]","[0.2, 0.6, 0.3]",disgust,"[0.25, 0.44999999999999996, 0.35]"
813,hans-hofmann_pompeii-1959.jpg,['excitement'],['amusement'],['awe'],"[0.8, 0.8, 0.9]","[0.45, 0.4, 0.3]","[0.3, 0.6, 0.3]",amusement,"[0.6, 0.45, 0.2]"
814,hans-hofmann_profound-longing-1965.jpg,['disgust'],['sadness'],['awe'],"[0.05, 0.7, 0.3]","[0.5, 0.2, 0.25]","[0.3, 0.6, 0.2]",disgust,"[0.025, 0.75, 0.44999999999999996]"
815,hans-hofmann_renate-s-nantucket-1965.jpg,['sadness'],['contentment'],['sadness'],"[0.4, 0.4, 0.4]","[0.65, 0.4, 0.3]","[0.3, 0.3, 0.2]",sadness,"[0.35, 0.35, 0.30000000000000004]"
816,hans-hofmann_rhapsody-1958.jpg,['disgust'],['excitement'],['awe'],"[0.4, 0.4, 0.4]","[0.65, 0.3, 0.4]","[0.4, 0.6, 0.6]",excitement,"[0.675, 0.44999999999999996, 0.4]"
817,hans-hofmann_rising-moon-1964.jpg,['sadness'],['amusement'],['sadness'],"[0.1, 0.1, 0.1]","[0.55, 0.4, 0.3]","[0.2, 0.6, 0.4]",sadness,"[0.15, 0.3666666666666667, 0.25]"
818,hans-hofmann_sanctum-sanctorum-1962.jpg,['anger'],['excitement'],['disgust'],"[0.1, 0.8, 0.6]","[0.65, 0.3, 0.4]","[0.3, 0.6, 0.4]",anger,"[0.1, 0.8, 0.6]"
819,hans-hofmann_shapes-in-black-1944.jpg,['fear'],['fear'],"['disgust', 'fear']","[0.2, 0.8, 0.4]","[0.3, 0.4, 0.3]","[0.1, 0.8, 0.7]",fear,"[0.19999999999999998, 0.6666666666666666, 0.4666666666666666]"
820,hans-hofmann_silent-night-1964.jpg,['contentment'],"['excitement', 'amusement']",['contentment'],"[0.8, 0.1, 0.2]","[0.5, 0.3, 0.2]","[0.5, 0.6, 0.3]",contentment,"[0.65, 0.35, 0.25]"
821,hans-hofmann_solstice-1946.jpg,['amusement'],"['excitement', 'amusement']",['amusement'],"[0.7, 0.5, 0.7]","[0.75, 0.4, 0.4]","[0.6, 0.7, 0.8]",amusement,"[0.6833333333333332, 0.5333333333333333, 0.6333333333333334]"
822,hans-hofmann_song-of-the-nightingale-1964.jpg,['disgust'],"['excitement', 'amusement', 'contentment']",['anger'],"[0.4, 0.4, 0.4]","[0.77, 0.3, 0.4]","[0.4, 0.4, 0.4]",excitement,"[0.785, 0.4, 0.45]"
823,hans-hofmann_summer-1965-1965.jpg,['disgust'],['contentment'],['sadness'],"[0.4, 0.4, 0.4]","[0.65, 0.35, 0.4]","[0.4, 0.6, 0.4]",contentment,"[0.675, 0.275, 0.30000000000000004]"
824,hans-hofmann_summer-night-s-bliss-1961.jpg,['fear'],['fear'],"['disgust', 'fear']","[0.1, 0.9, 0.9]","[0.55, 0.3, 0.2]","[0.2, 0.4, 0.4]",fear,"[0.2833333333333334, 0.5333333333333333, 0.5]"
825,hans-hofmann_the-bouquet-1959.jpg,['fear'],['anger'],['disgust'],"[0.1, 1.0, 1.0]","[0.35, 0.2, 0.3]","[0.2, 0.6, 0.4]",disgust,"[0.15000000000000002, 0.6499999999999999, 0.65]"
826,hans-hofmann_the-castle-1965.jpg,['contentment'],"['excitement', 'amusement', 'contentment']",['sadness'],"[0.7, 0.3, 0.7]","[0.55, 0.55, 0.3]","[0.3, 0.4, 0.3]",contentment,"[0.65, 0.3833333333333333, 0.5]"
827,hans-hofmann_the-clash-1964.jpg,['fear'],['contentment'],['awe'],"[0.0, 1.0, 1.0]","[0.55, 0.3, 0.35]","[0.4, 0.7, 0.3]",awe,"[0.45, 0.6, 0.4]"
828,hans-hofmann_the-conjurer-1959.jpg,['contentment'],['amusement'],['sadness'],"[0.8, 0.6, 0.4]","[0.55, 0.3, 0.2]","[0.3, 0.6, 0.6]",sadness,"[0.35, 0.55, 0.55]"
