artwork,final_emo,final_vad
frank-stella_the-fountain-1992.jpg,excitement,"[0.65, 0.5249999999999999, 0.5249999999999999]"
frank-stella_the-great-heidelburgh-tun-1988.jpg,excitement,"[0.8, 0.6, 0.7]"
frank-stella_the-mat-maker-1990.jpg,excitement,"[0.6, 0.44999999999999996, 0.35]"
frank-stella_the-musket-1990.jpg,excitement,"[0.525, 0.4, 0.35]"
frank-stella_the-waves-i-hark-1989.jpg,amusement,"[0.9, 0.7, 0.55]"
frank-stella_untitled-abstraction-1956.jpg,contentment,"[0.525, 0.30000000000000004, 0.3]"
frank-stella_untitled-green-1957.jpg,sadness,"[0.625, 0.30000000000000004, 0.25]"
frank-stella_whale-watch-1994.jpg,excitement,"[0.8500000000000001, 0.8, 0.8]"
frank-stella_yellow-journal-1982.jpg,sadness,"[0.325, 0.5, 0.30000000000000004]"
friedel-dzubas_echo-1958.jpg,awe,"[0.3, 0.4, 0.35]"
friedel-dzubas_further-land.jpg,amusement,"[0.625, 0.44999999999999996, 0.4]"
friedel-dzubas_gtw-14.jpg,contentment,"[0.625, 0.5, 0.35]"
friedel-dzubas_gtw-fd-6-1987.jpg,sadness,"[0.325, 0.44999999999999996, 0.375]"
friedel-dzubas_hope-distant-1987.jpg,sadness,"[0.26666666666666666, 0.4333333333333333, 0.39999999999999997]"
friedel-dzubas_kay-s-travel-1959.jpg,fear,"[0.15, 0.6333333333333333, 0.5]"
friedel-dzubas_moonhunt-1958.jpg,anger,"[0.35, 0.4, 0.3]"
friedel-dzubas_omen-1959.jpg,fear,"[0.2833333333333333, 0.3333333333333333, 0.16666666666666666]"
friedel-dzubas_over-the-hill-1953.jpg,fear,"[0.15000000000000002, 0.65, 0.3]"
friedel-dzubas_polaris-1959.jpg,amusement,"[0.8000000000000002, 0.55, 0.45]"
friedel-dzubas_red-flight-1957.jpg,awe,"[0.44999999999999996, 0.6, 0.45]"
friedel-dzubas_rush.jpg,disgust,"[0.25, 0.55, 0.6]"
friedel-dzubas_spring-smell-1988.jpg,excitement,"[0.525, 0.65, 0.55]"
friedel-dzubas_turning-point-1983.jpg,anger,"[0.25, 0.65, 0.55]"
friedel-dzubas_untitled(1).jpg,contentment,"[0.6833333333333332, 0.4666666666666666, 0.35000000000000003]"
friedel-dzubas_untitled(2).jpg,disgust,"[0.35000000000000003, 0.4333333333333333, 0.3833333333333333]"
friedel-dzubas_untitled-1953.jpg,contentment,"[0.6499999999999999, 0.5, 0.75]"
friedel-dzubas_untitled-1959(1).jpg,fear,"[0.3166666666666667, 0.6666666666666666, 0.3833333333333333]"
friedel-dzubas_untitled-1959.jpg,amusement,"[0.375, 0.45, 0.375]"
friedel-dzubas_untitled-1981.jpg,excitement,"[0.7, 0.5, 0.5]"
friedel-dzubas_untitled-1982.jpg,excitement,"[0.6, 0.55, 0.275]"
friedel-dzubas_untitled-77-1954.jpg,excitement,"[0.4833333333333334, 0.6666666666666666, 0.5333333333333333]"
friedel-dzubas_untitled.jpg,fear,"[0.275, 0.5, 0.55]"
gene-davis_angel-vine-1952.jpg,disgust,"[0.25, 0.4, 0.35]"
gene-davis_autumn-1955.jpg,fear,"[0.175, 0.4, 0.45]"
gene-davis_bay-1958.jpg,amusement,"[0.6499999999999999, 0.55, 0.475]"
gene-davis_bird-land-1952.jpg,fear,"[0.3166666666666667, 0.5333333333333333, 0.55]"
gene-davis_blue-rectangle-ii-1958.jpg,sadness,"[0.275, 0.30000000000000004, 0.3]"
gene-davis_bridge-1952.jpg,fear,"[0.15000000000000002, 0.4, 0.3]"
gene-davis_christmas-tree-1956.jpg,anger,"[0.11666666666666665, 0.8000000000000002, 0.6]"
gene-davis_composition-i-1949.jpg,sadness,"[0.25, 0.2333333333333333, 0.13333333333333333]"
gene-davis_dog-and-flowers-1957.jpg,sadness,"[0.16666666666666666, 0.43333333333333335, 0.5666666666666667]"
gene-davis_eskimo-map-1976.jpg,contentment,"[0.45, 0.1, 0.2]"
gene-davis_green-glow-1958.jpg,fear,"[0.21666666666666667, 0.6333333333333334, 0.3666666666666667]"
gene-davis_homage-to-dubuffet-i-1952.jpg,awe,"[0.625, 0.5, 0.35]"
gene-davis_islam-1981.jpg,contentment,"[0.65, 0.26666666666666666, 0.26666666666666666]"
gene-davis_jumping-jack-1978.jpg,disgust,"[0.23333333333333336, 0.46666666666666673, 0.3]"
gene-davis_red-line-1952.jpg,awe,"[0.47500000000000003, 0.275, 0.25]"
gene-davis_saber-dance-1952.jpg,fear,"[0.15, 0.4000000000000001, 0.39999999999999997]"
gene-davis_stripes-1957.jpg,fear,"[0.2, 0.7, 0.6499999999999999]"
gene-davis_untitled-1979(2).jpg,fear,"[0.35, 0.5, 0.5]"
gene-davis_untitled-1979(3).jpg,sadness,"[0.22499999999999998, 0.2, 0.25]"
georgia-o'keeffe_green-yellow-and-orange.jpg,excitement,"[0.55, 0.35, 0.3]"
georgia-o'keeffe_it-was-yellow-and-pink-ii.jpg,contentment,"[0.5166666666666667, 0.3, 0.20000000000000004]"
gerhard-richter_abstract-bilding.jpg,fear,"[0.20000000000000004, 0.7333333333333334, 0.7333333333333334]"
gerhard-richter_abstract-painting-610-1.jpg,excitement,"[0.45, 0.4166666666666667, 0.4000000000000001]"
gerhard-richter_abstract-painting-780-1-1.jpg,fear,"[0.0, 1.0, 1.0]"
gerhard-richter_abstract-painting-780-1.jpg,fear,"[0.5, 1.0, 1.0]"
gerhard-richter_abstract-painting-805-4.jpg,fear,"[0.075, 0.9, 0.9]"
gerhard-richter_abstract-painting-no-439.jpg,fear,"[0.1, 0.35, 0.2]"
gerhard-richter_abstract-painting-no-809-3.jpg,contentment,"[0.55, 0.3, 0.3]"
gerhard-richter_abstract-picture-1.jpg,excitement,"[0.6166666666666667, 0.6, 0.5833333333333333]"
gerhard-richter_abstract-picture.jpg,disgust,"[0.1, 0.6, 0.7]"
gerhard-richter_abstraktes-bild-abstract-painting-1976.jpg,fear,"[0.15000000000000002, 0.65, 0.6]"
gerhard-richter_abstraktes-bild-abstract-picture-1994.jpg,excitement,"[0.35, 0.3, 0.2]"
gerhard-richter_clouds-1982.jpg,disgust,"[0.15000000000000002, 0.75, 0.4]"
gerhard-richter_courbet.jpg,fear,"[0.3, 0.5499999999999999, 0.475]"
gerhard-richter_dark.jpg,fear,"[0.2833333333333334, 0.6, 0.4333333333333333]"
gerhard-richter_farbschlieren-colour-streaks-1968.jpg,awe,"[0.38333333333333336, 0.5, 0.26666666666666666]"
gerhard-richter_grey.jpg,sadness,"[0.4, 0.25, 0.18]"
gerhard-richter_ice-2.jpg,fear,"[0.13333333333333333, 0.6666666666666666, 0.6833333333333332]"
gerhard-richter_ice-4.jpg,sadness,"[0.47500000000000003, 0.44999999999999996, 0.5]"
gerhard-richter_ice.jpg,anger,"[0.55, 0.35, 0.3]"
gerhard-richter_korn.jpg,awe,"[0.7, 0.8, 0.75]"
gerhard-richter_ludorff.jpg,excitement,"[0.8166666666666668, 0.7666666666666666, 0.7000000000000001]"
gerhard-richter_mediation.jpg,anger,"[0.25, 0.7, 0.6499999999999999]"
gerhard-richter_passage.jpg,sadness,"[0.44999999999999996, 0.2, 0.2]"
gerhard-richter_red-blue-yellow.jpg,awe,"[0.3833333333333333, 0.4666666666666666, 0.3666666666666667]"
gerhard-richter_station.jpg,fear,"[0.05, 0.8500000000000001, 0.8500000000000001]"
gerhard-richter_untitled.jpg,amusement,"[0.7, 0.5, 0.44999999999999996]"
gerhard-richter_wallace-bournes.jpg,disgust,"[0.15000000000000002, 0.8, 0.8500000000000001]"
geta-bratescu_frontispice-for-unwritten-love-poem-1987.jpg,awe,"[0.7, 0.44999999999999996, 0.4]"
geta-bratescu_medeic-callisthetic-moves-i-1981.jpg,contentment,"[0.6000000000000001, 0.3, 0.4]"
geta-bratescu_medeic-callisthetic-moves-ii-1981.jpg,amusement,"[0.575, 0.44999999999999996, 0.35]"
geta-bratescu_medeic-callisthetic-moves-iii-1981.jpg,contentment,"[0.7, 0.35, 0.3]"
geta-bratescu_medeic-callisthetic-moves-iv-1981.jpg,fear,"[0.1, 0.45, 0.35]"
geta-bratescu_medeic-callisthetic-moves-v-1981.jpg,sadness,"[0.4, 0.45, 0.4]"
geta-bratescu_medeic-callisthetic-moves-vi-1981.jpg,amusement,"[0.6499999999999999, 0.6, 0.5]"
geta-bratescu_spaces-2005(5).jpg,excitement,"[0.75, 0.5, 0.4]"
geta-bratescu_spaces-2005(6).jpg,amusement,"[0.6, 0.5333333333333333, 0.5]"
geta-bratescu_spaces-2005(7).jpg,contentment,"[0.6333333333333333, 0.3333333333333333, 0.3333333333333333]"
geta-bratescu_spaces-2005(8).jpg,excitement,"[0.7, 0.3, 0.2]"
geta-bratescu_spaces-2005(9).jpg,contentment,"[0.75, 0.2, 0.2]"
geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(10).jpg,contentment,"[0.7, 0.2, 0.2]"
geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(11).jpg,contentment,"[0.7, 0.15000000000000002, 0.2]"
geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(6).jpg,contentment,"[0.6666666666666666, 0.26666666666666666, 0.2333333333333333]"
geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(7).jpg,contentment,"[0.6666666666666666, 0.3, 0.2333333333333333]"
geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(8).jpg,awe,"[0.575, 0.35, 0.35]"
geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(9).jpg,amusement,"[0.65, 0.5, 0.3833333333333333]"
gotthard-graubner_untitled-1964.jpg,amusement,"[0.75, 0.4, 0.35]"
gotthard-graubner_untitled-1971.jpg,sadness,"[0.2, 0.2, 0.24000000000000002]"
gotthard-graubner_untitled-1980.jpg,sadness,"[0.275, 0.2, 0.14]"
gotthard-graubner_untitled-1983.jpg,disgust,"[0.15000000000000002, 0.6499999999999999, 0.6]"
gotthard-graubner_untitled-1991.jpg,contentment,"[0.7, 0.5, 0.4]"
gotthard-graubner_untitled-2000.jpg,contentment,"[0.65, 0.30000000000000004, 0.25]"
gotthard-graubner_untitled-2004.jpg,amusement,"[0.7250000000000001, 0.65, 0.65]"
guido-molinari_a-next-amitie-1958.jpg,excitement,"[0.7, 0.8, 0.8500000000000001]"
guido-molinari_untitled-1953-1.jpg,excitement,"[0.6, 0.6666666666666666, 0.5433333333333333]"
guido-molinari_untitled-1953-2.jpg,excitement,"[0.625, 0.575, 0.5249999999999999]"
guido-molinari_untitled-1954-1.jpg,excitement,"[0.65, 0.6666666666666666, 0.6]"
guido-molinari_untitled-1954.jpg,excitement,"[0.5833333333333334, 0.6333333333333334, 0.43333333333333335]"
hans-hofmann_above-deep-waters-1959.jpg,amusement,"[0.6166666666666666, 0.39999999999999997, 0.5]"
hans-hofmann_abstract-euphony-1958.jpg,contentment,"[0.6, 0.3, 0.44999999999999996]"
hans-hofmann_abstraction-in-white-1954.jpg,contentment,"[0.7, 0.39999999999999997, 0.30000000000000004]"
hans-hofmann_aquatic-garden-1960.jpg,excitement,"[0.6833333333333335, 0.6333333333333334, 0.7000000000000001]"
hans-hofmann_art-like-love-is-dedication-1965.jpg,excitement,"[0.30000000000000004, 0.7, 0.7]"
hans-hofmann_asklepois-1947.jpg,fear,"[0.20000000000000004, 0.6333333333333334, 0.4000000000000001]"
hans-hofmann_august-light-1957.jpg,excitement,"[0.62, 0.4333333333333333, 0.4666666666666666]"
hans-hofmann_bird-cage-variation-ii-1958.jpg,sadness,"[0.2833333333333334, 0.39999999999999997, 0.26666666666666666]"
hans-hofmann_black-diamond-1961.jpg,contentment,"[0.65, 0.30000000000000004, 0.2]"
hans-hofmann_cataclysm-1945.jpg,excitement,"[0.7250000000000001, 0.45, 0.6000000000000001]"
hans-hofmann_cathedral-1959.jpg,amusement,"[0.775, 0.6000000000000001, 0.425]"
hans-hofmann_composition-no-1-1953.jpg,excitement,"[0.7666666666666666, 0.6333333333333334, 0.5333333333333333]"
hans-hofmann_composition-no-v-1952.jpg,fear,"[0.2, 0.75, 0.45]"
hans-hofmann_deep-within-the-ravine-1965.jpg,fear,"[0.4833333333333334, 0.4000000000000001, 0.35000000000000003]"
hans-hofmann_delirious-pink-1961.jpg,amusement,"[0.75, 0.75, 0.45]"
hans-hofmann_dew-and-dusk-1957.jpg,excitement,"[0.825, 0.4, 0.6000000000000001]"
hans-hofmann_ecstasy-1947.jpg,sadness,"[0.175, 0.30000000000000004, 0.44999999999999996]"
hans-hofmann_equinox-1958.jpg,sadness,"[0.3, 0.3, 0.35]"
hans-hofmann_equipoise-1958.jpg,amusement,"[0.675, 0.5, 0.4]"
hans-hofmann_furioso-1963.jpg,excitement,"[0.55, 0.4, 0.4]"
hans-hofmann_genius-logic-1963.jpg,disgust,"[0.2, 0.5, 0.4]"
hans-hofmann_gloriamundi-1963.jpg,contentment,"[0.55, 0.4, 0.4]"
hans-hofmann_golden-autumn-1963.jpg,excitement,"[0.5, 0.7, 0.7]"
hans-hofmann_golden-splendor-1957.jpg,amusement,"[0.6166666666666667, 0.5, 0.5]"
hans-hofmann_goliath-1960.jpg,contentment,"[0.8, 0.15000000000000002, 0.15000000000000002]"
hans-hofmann_heraldic-call-1965.jpg,contentment,"[0.8, 0.2, 0.1]"
hans-hofmann_idolatress-i-1963.jpg,fear,"[0.2, 0.8, 0.65]"
hans-hofmann_indian-summer-1959.jpg,excitement,"[0.6833333333333335, 0.6666666666666666, 0.7000000000000001]"
hans-hofmann_joy-sparks-of-the-gods-ii-1958.jpg,amusement,"[0.825, 0.625, 0.575]"
hans-hofmann_kaleidos-1958.jpg,awe,"[0.4, 0.6, 0.3]"
hans-hofmann_legends-of-distant-past-days-1965.jpg,disgust,"[0.2333333333333333, 0.4000000000000001, 0.4666666666666666]"
hans-hofmann_little-cherry-1965.jpg,disgust,"[0.1, 0.35, 0.3]"
hans-hofmann_lonely-journey-1965.jpg,awe,"[0.44999999999999996, 0.44999999999999996, 0.35]"
hans-hofmann_love-poem-1962.jpg,contentment,"[0.7, 0.39999999999999997, 0.35]"
hans-hofmann_lucidus-ordo-1962.jpg,contentment,"[0.7, 0.3, 0.30000000000000004]"
hans-hofmann_lust-and-delight-1965(1).jpg,fear,"[0.3, 0.7, 0.75]"
hans-hofmann_magnum-opus-1962.jpg,anger,"[0.3, 0.7, 0.8]"
hans-hofmann_maiden-dance-1964.jpg,sadness,"[0.21666666666666665, 0.35000000000000003, 0.39999999999999997]"
hans-hofmann_memoria-in-aeternum-1962.jpg,sadness,"[0.15000000000000002, 0.55, 0.5]"
hans-hofmann_morning-mist-1958.jpg,sadness,"[0.20000000000000004, 0.43333333333333335, 0.5]"
hans-hofmann_nocturnal-splendor-1963.jpg,fear,"[0.375, 0.4, 0.35]"
hans-hofmann_nulli-secundus-1964.jpg,fear,"[0.2, 0.6000000000000001, 0.35]"
hans-hofmann_olive-grove-1960.jpg,fear,"[0.2, 0.7, 0.35]"
hans-hofmann_ora-pro-nobis-1964.jpg,sadness,"[0.35000000000000003, 0.4000000000000001, 0.35000000000000003]"
hans-hofmann_pastorale-1958.jpg,excitement,"[0.7, 0.6000000000000001, 0.6]"
hans-hofmann_polynesian-1950.jpg,disgust,"[0.25, 0.44999999999999996, 0.35]"
hans-hofmann_pompeii-1959.jpg,amusement,"[0.6, 0.45, 0.2]"
hans-hofmann_profound-longing-1965.jpg,disgust,"[0.025, 0.75, 0.44999999999999996]"
hans-hofmann_renate-s-nantucket-1965.jpg,sadness,"[0.35, 0.35, 0.30000000000000004]"
hans-hofmann_rhapsody-1958.jpg,excitement,"[0.675, 0.44999999999999996, 0.4]"
hans-hofmann_rising-moon-1964.jpg,sadness,"[0.15, 0.3666666666666667, 0.25]"
hans-hofmann_sanctum-sanctorum-1962.jpg,anger,"[0.1, 0.8, 0.6]"
hans-hofmann_shapes-in-black-1944.jpg,fear,"[0.19999999999999998, 0.6666666666666666, 0.4666666666666666]"
hans-hofmann_silent-night-1964.jpg,contentment,"[0.65, 0.35, 0.25]"
hans-hofmann_solstice-1946.jpg,amusement,"[0.6833333333333332, 0.5333333333333333, 0.6333333333333334]"
hans-hofmann_song-of-the-nightingale-1964.jpg,excitement,"[0.785, 0.4, 0.45]"
hans-hofmann_summer-1965-1965.jpg,contentment,"[0.675, 0.275, 0.30000000000000004]"
hans-hofmann_summer-night-s-bliss-1961.jpg,fear,"[0.2833333333333334, 0.5333333333333333, 0.5]"
hans-hofmann_the-bouquet-1959.jpg,disgust,"[0.15000000000000002, 0.6499999999999999, 0.65]"
hans-hofmann_the-castle-1965.jpg,contentment,"[0.65, 0.3833333333333333, 0.5]"
hans-hofmann_the-clash-1964.jpg,awe,"[0.45, 0.6, 0.4]"
hans-hofmann_the-conjurer-1959.jpg,sadness,"[0.35, 0.55, 0.55]"
hans-hofmann_the-garden-1956.jpg,amusement,"[0.5666666666666668, 0.39999999999999997, 0.3666666666666667]"
hans-hofmann_the-gate-1960.jpg,contentment,"[0.4, 0.5, 0.5]"
hans-hofmann_the-lark-1960.jpg,excitement,"[0.75, 0.8, 0.8]"
hans-hofmann_the-mannequin-1946.jpg,contentment,"[0.8500000000000001, 0.3, 0.4]"
hans-hofmann_the-third-hand-1947.jpg,excitement,"[0.5499999999999999, 0.43333333333333335, 0.43333333333333335]"
hans-hofmann_the-vanquished-1959.jpg,fear,"[0.4, 0.3, 0.25]"
hans-hofmann_to-j-f-k-a-thousand-roots-did-die-with-thee-1963.jpg,sadness,"[0.3, 0.4, 0.35]"
hans-hofmann_to-miz-pax-vobiscum-1964.jpg,excitement,"[0.75, 0.55, 0.65]"
hans-hofmann_untitled-1943.jpg,fear,"[0.1, 0.25, 0.45]"
hans-hofmann_untitled-1950.jpg,excitement,"[0.775, 0.55, 0.7]"
hans-hofmann_veluti-in-speculum-1962.jpg,contentment,"[0.65, 0.3, 0.30000000000000004]"
hans-hofmann_wild-vine-1961.jpg,amusement,"[0.75, 0.6666666666666666, 0.6666666666666666]"
hans-hofmann_yellow-predominance-1949.jpg,amusement,"[0.7833333333333332, 0.6333333333333334, 0.5666666666666668]"
hassel-smith_2-to-the-moon-1961.jpg,amusement,"[0.75, 0.6333333333333333, 0.7333333333333334]"
hassel-smith_at-miss-webb-s-1963.jpg,contentment,"[0.75, 0.3, 0.39999999999999997]"
hassel-smith_psychoseismorama-ii-1960.jpg,contentment,"[0.6333333333333334, 0.3, 0.3]"
hassel-smith_sebastopol-autumn-1961.jpg,disgust,"[0.35, 0.325, 0.4]"
hassel-smith_the-houston-scene-1959.jpg,disgust,"[0.30000000000000004, 0.375, 0.30000000000000004]"
hassel-smith_untitled-10-1986.jpg,fear,"[0.25, 0.65, 0.35]"
hassel-smith_untitled-1959-1.jpg,fear,"[0.175, 0.6000000000000001, 0.32499999999999996]"
hassel-smith_untitled-1959.jpg,fear,"[0.275, 0.55, 0.35]"
hassel-smith_untitled-1963.jpg,fear,"[0.11666666666666665, 0.3, 0.21666666666666665]"
hassel-smith_untitled-1987.jpg,excitement,"[0.6833333333333332, 0.6, 0.4666666666666666]"
hassel-smith_untitled-1992.jpg,excitement,"[0.8000000000000002, 0.5333333333333333, 0.5166666666666667]"
hassel-smith_untitled-yellow-1960.jpg,contentment,"[0.7250000000000001, 0.35, 0.35]"
hassel-smith_up-mousehole-1962.jpg,fear,"[0.1, 0.8, 0.65]"
hedda-sterne_alaska-1-1958.jpg,fear,"[0.15000000000000002, 0.45, 0.1]"
hedda-sterne_further-i-1989.jpg,fear,"[0.42500000000000004, 0.35, 0.30000000000000004]"
hedda-sterne_ink-drawing.jpg,fear,"[0.35, 0.4, 0.35]"
hedda-sterne_machine-5-1950.jpg,disgust,"[0.25, 0.4, 0.4]"
hedda-sterne_metaphores-and-metamorphoses-1967.jpg,sadness,"[0.325, 0.25, 0.25]"
hedda-sterne_n-y-1-road-4-1956.jpg,fear,"[0.325, 0.3, 0.45]"
hedda-sterne_new-york-n-y-nox-1948.jpg,sadness,"[0.275, 0.5, 0.35]"
hedda-sterne_tondo-1973.jpg,contentment,"[0.7666666666666666, 0.3666666666666667, 0.3333333333333333]"
hedda-sterne_tondo-22-1953.jpg,disgust,"[0.375, 0.35, 0.25]"
hedda-sterne_vertical-horizontal-i-1963.jpg,sadness,"[0.5, 0.3, 0.2]"
helen-frankenthaler_a-green-thought-in-a-green-shade-1981.jpg,awe,"[0.75, 0.3, 0.2]"
helen-frankenthaler_acres-1959.jpg,excitement,"[0.55, 0.3, 0.4]"
helen-frankenthaler_adirondacks-1992.jpg,fear,"[0.05, 0.65, 0.55]"
helen-frankenthaler_aerie-2009.jpg,excitement,"[0.6799999999999999, 0.55, 0.55]"
helen-frankenthaler_all-about-blue-1994.jpg,sadness,"[0.21666666666666667, 0.6, 0.6333333333333333]"
helen-frankenthaler_april-iv-1960.jpg,disgust,"[0.4, 0.45, 0.4]"
helen-frankenthaler_august-deep-1978.jpg,disgust,"[0.275, 0.5, 0.375]"
helen-frankenthaler_basque-beach-1958.jpg,contentment,"[0.8, 0.39999999999999997, 0.5]"
helen-frankenthaler_beginnings-2002.jpg,contentment,"[0.75, 0.3833333333333333, 0.35000000000000003]"
helen-frankenthaler_blue-form-in-a-scene-1961.jpg,contentment,"[0.7, 0.3, 0.4]"
helen-frankenthaler_bridges-1996.jpg,contentment,"[0.75, 0.35, 0.4]"
helen-frankenthaler_bronze-smoke-1978.jpg,fear,"[0.175, 0.2, 0.15000000000000002]"
helen-frankenthaler_buddha-s-court-1964.jpg,sadness,"[0.2, 0.25, 0.25]"
helen-frankenthaler_c-te-d-argent-1980.jpg,sadness,"[0.19999999999999998, 0.43333333333333335, 0.26666666666666666]"
helen-frankenthaler_captain-s-watch-1986.jpg,sadness,"[0.15, 0.3499999999999999, 0.20000000000000004]"
helen-frankenthaler_connected-by-joy-1970.jpg,contentment,"[0.65, 0.3, 0.30000000000000004]"
helen-frankenthaler_deep-sun-1983.jpg,sadness,"[0.2, 0.475, 0.30000000000000004]"
helen-frankenthaler_desert-pass-1976.jpg,contentment,"[0.7, 0.2, 0.30000000000000004]"
helen-frankenthaler_dream-walk-1977.jpg,contentment,"[0.775, 0.25, 0.25]"
helen-frankenthaler_eve-1995.jpg,contentment,"[0.65, 0.3, 0.30000000000000004]"
helen-frankenthaler_flirt-1995.jpg,contentment,"[0.65, 0.3, 0.35]"
helen-frankenthaler_flotilla-2006.jpg,contentment,"[0.7, 0.3, 0.30000000000000004]"
helen-frankenthaler_ganymede-1978.jpg,disgust,"[0.25, 0.35, 0.32499999999999996]"
helen-frankenthaler_gateway-1988.jpg,disgust,"[0.225, 0.4, 0.45]"
helen-frankenthaler_grey-fireworks-2000.jpg,sadness,"[0.15000000000000002, 0.6, 0.5]"
helen-frankenthaler_guadalupe-1989.jpg,sadness,"[0.3, 0.39999999999999997, 0.26666666666666666]"
helen-frankenthaler_harbinger-1986.jpg,disgust,"[0.175, 0.30000000000000004, 0.30000000000000004]"
helen-frankenthaler_harvest-1976.jpg,sadness,"[0.25, 0.45, 0.30000000000000004]"
helen-frankenthaler_in-on-blue-1976.jpg,contentment,"[0.65, 0.2, 0.2]"
helen-frankenthaler_interior-1957.jpg,fear,"[0.2, 0.8, 0.65]"
helen-frankenthaler_interior-landscape-1964.jpg,sadness,"[0.25, 0.55, 0.5]"
helen-frankenthaler_madam-butterfly-2000.jpg,contentment,"[0.7, 0.35, 0.3]"
helen-frankenthaler_making-music-2000.jpg,contentment,"[0.75, 0.35, 0.44999999999999996]"
helen-frankenthaler_mary-mary-1987.jpg,disgust,"[0.25, 0.55, 0.5]"
helen-frankenthaler_may-26th-backwards-1961(1).jpg,contentment,"[0.8, 0.1, 0.2]"
helen-frankenthaler_monotype-i-1981.jpg,contentment,"[0.65, 0.35, 0.35]"
helen-frankenthaler_mountains-and-sea-1962.jpg,excitement,"[0.625, 0.6000000000000001, 0.3]"
helen-frankenthaler_moving-day-1961.jpg,contentment,"[0.75, 0.4, 0.39999999999999997]"
helen-frankenthaler_painted-on-21st-street-1951.jpg,fear,"[0.47500000000000003, 0.4, 0.35]"
helen-frankenthaler_playa-1950.jpg,fear,"[0.5499999999999999, 0.3333333333333333, 0.39999999999999997]"
helen-frankenthaler_provincetown-1964.jpg,sadness,"[0.3833333333333333, 0.3333333333333333, 0.3]"
helen-frankenthaler_radius-1993.jpg,contentment,"[0.625, 0.44999999999999996, 0.4]"
helen-frankenthaler_reflections-i-1995.jpg,contentment,"[0.7833333333333333, 0.45, 0.39999999999999997]"
helen-frankenthaler_reflections-iii-1995.jpg,excitement,"[0.575, 0.5, 0.5]"
helen-frankenthaler_reflections-iv-1995.jpg,excitement,"[0.625, 0.6, 0.5]"
helen-frankenthaler_reflections-v-1995.jpg,sadness,"[0.31666666666666665, 0.5, 0.4000000000000001]"
helen-frankenthaler_round-trip-1957.jpg,fear,"[0.2, 0.7, 0.5]"
helen-frankenthaler_saturn-revisited-1964.jpg,amusement,"[0.6833333333333332, 0.5333333333333333, 0.5333333333333333]"
helen-frankenthaler_seascape-with-dunes-1962.jpg,contentment,"[0.6499999999999999, 0.6499999999999999, 0.5]"
helen-frankenthaler_seeing-the-moon-on-a-hot-summer-day-1987.jpg,excitement,"[0.7250000000000001, 0.55, 0.6]"
helen-frankenthaler_snow-pines-2004.jpg,sadness,"[0.2, 0.55, 0.3]"
helen-frankenthaler_soho-dreams-1987.jpg,sadness,"[0.375, 0.3, 0.30000000000000004]"
helen-frankenthaler_solar-imp-2001.jpg,excitement,"[0.7166666666666668, 0.6, 0.6]"
helen-frankenthaler_square-one-1985.jpg,sadness,"[0.2833333333333334, 0.3666666666666667, 0.3]"
helen-frankenthaler_summerscene-provincetown-1961.jpg,contentment,"[0.65, 0.3, 0.4]"
helen-frankenthaler_sunshine-after-rain-1987.jpg,contentment,"[0.7, 0.44999999999999996, 0.4]"
helen-frankenthaler_swan-lake-2-1961.jpg,fear,"[0.15000000000000002, 0.8, 0.55]"
helen-frankenthaler_tales-of-genji-i-1998.jpg,excitement,"[0.625, 0.55, 0.4]"
helen-frankenthaler_tales-of-genji-iii-1887.jpg,sadness,"[0.3, 0.6, 0.35000000000000003]"
helen-frankenthaler_tales-of-genji-iv-1998.jpg,sadness,"[0.30000000000000004, 0.35, 0.35]"
helen-frankenthaler_tales-of-genji-vi-1998.jpg,disgust,"[0.275, 0.5, 0.325]"
helen-frankenthaler_the-other-side-of-the-moon-1995.jpg,fear,"[0.2833333333333334, 0.6666666666666666, 0.5000000000000001]"
helen-frankenthaler_the-red-sea-1982.jpg,awe,"[0.325, 0.75, 0.45]"
helen-frankenthaler_tuscany-1963.jpg,contentment,"[0.6499999999999999, 0.5, 0.5]"
helen-frankenthaler_untitled-1951.jpg,disgust,"[0.35, 0.65, 0.55]"
helen-frankenthaler_untitled-1960.jpg,sadness,"[0.2, 0.8, 0.85]"
helen-frankenthaler_untitled-1963.jpg,contentment,"[0.7, 0.35, 0.35]"
helen-frankenthaler_untitled-1978.jpg,disgust,"[0.25, 0.2, 0.15000000000000002]"
helen-frankenthaler_untitled-1980.jpg,excitement,"[0.6666666666666666, 0.6, 0.5333333333333333]"
helen-frankenthaler_untitled-1984.jpg,sadness,"[0.35, 0.4, 0.45]"
helen-frankenthaler_viewpoint-ii-1979.jpg,fear,"[0.31666666666666665, 0.2333333333333333, 0.16666666666666666]"
helen-frankenthaler_west-wind-1997.jpg,excitement,"[0.675, 0.44999999999999996, 0.44999999999999996]"
helen-frankenthaler_yearning-1973.jpg,contentment,"[0.7250000000000001, 0.2, 0.30000000000000004]"
henri-matisse_bather-in-the-reeds-1952.jpg,sadness,"[0.26666666666666666, 0.43333333333333335, 0.43333333333333335]"
